事件/資產名稱,DNA層級,DNA追溯碼,I值（事件重要性）,R值（影響範圍）,三才校驗,三色審計,創建時間,創建者,商業授權狀態,壓力測試問題,壓力測試結果,女媧五彩石,審查對象,對外狀態,已加密,已否決,平台/來源,最後編輯,本機路徑,松緊級別,治理維度,涉及維度,熔斷級別,版本號,登記時間,紅線觸碰,編輯者,老大原話存檔,處理狀態,行動建議,證據鏈摘要,負責人,資產類型,風險評分,龍魂ID
安全报告_20260201_000002.md,,#龍芯⚡️2026-03-27-MOD_20260201_000002_MD_DBDE-v1.0,,,,🟢 通過,2026年3月27日 16:08,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:08,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260201_000002.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2257
安全报告_20260201_010000.md,,#龍芯⚡️2026-03-27-MOD_20260201_010000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:08,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:08,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260201_010000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2261
安全报告_20260201_020000.md,,#龍芯⚡️2026-03-27-MOD_20260201_020000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:08,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:08,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260201_020000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2265
安全报告_20260201_040000.md,,#龍芯⚡️2026-03-27-MOD_20260201_040000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:08,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:08,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260201_040000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2269
安全报告_20260201_130000.md,,#龍芯⚡️2026-03-27-MOD_20260201_130000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:08,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:08,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260201_130000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2297
安全报告_20260201_150000.md,,#龍芯⚡️2026-03-27-MOD_20260201_150000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:08,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:08,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260201_150000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2302
安全报告_20260201_160000.md,,#龍芯⚡️2026-03-27-MOD_20260201_160000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:08,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:08,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260201_160000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2307
安全报告_20260201_170001.md,,#龍芯⚡️2026-03-27-MOD_20260201_170001_MD-v1.0,,,,🟢 通過,2026年3月27日 16:08,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:08,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260201_170001.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2309
安全报告_20260201_210000.md,,#龍芯⚡️2026-03-27-MOD_20260201_210000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:08,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:08,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260201_210000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2319
安全报告_20260201_220000.md,,#龍芯⚡️2026-03-27-MOD_20260201_220000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:08,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:08,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260201_220000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2321
安全报告_20260201_230001.md,,#龍芯⚡️2026-03-27-MOD_20260201_230001_MD-v1.0,,,,🟢 通過,2026年3月27日 16:09,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:09,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260201_230001.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2323
安全报告_20260202_010000.md,,#龍芯⚡️2026-03-27-MOD_20260202_010000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:09,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:09,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260202_010000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2329
安全报告_20260202_020000.md,,#龍芯⚡️2026-03-27-MOD_20260202_020000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:09,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:09,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260202_020000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2331
安全报告_20260202_050001.md,,#龍芯⚡️2026-03-27-MOD_20260202_050001_MD-v1.0,,,,🟢 通過,2026年3月27日 16:09,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:09,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260202_050001.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2337
安全报告_20260202_100001.md,,#龍芯⚡️2026-03-27-MOD_20260202_100001_MD-v1.0,,,,🟢 通過,2026年3月27日 16:09,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:09,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260202_100001.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2348
安全报告_20260202_140000.md,,#龍芯⚡️2026-03-27-MOD_20260202_140000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:09,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:09,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260202_140000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2359
安全报告_20260202_160000.md,,#龍芯⚡️2026-03-27-MOD_20260202_160000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:09,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:09,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260202_160000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2362
安全报告_20260202_190000.md,,#龍芯⚡️2026-03-27-MOD_20260202_190000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:09,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:09,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260202_190000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2369
安全报告_20260203_020000.md,,#龍芯⚡️2026-03-27-MOD_20260203_020000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:09,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:09,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260203_020000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2397
安全报告_20260203_030000.md,,#龍芯⚡️2026-03-27-MOD_20260203_030000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:09,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:09,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260203_030000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2399
安全报告_20260203_070000.md,,#龍芯⚡️2026-03-27-MOD_20260203_070000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:09,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:09,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260203_070000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2409
安全报告_20260203_180000.md,,#龍芯⚡️2026-03-27-MOD_20260203_180000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:10,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:10,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260203_180000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2442
安全报告_20260203_210000.md,,#龍芯⚡️2026-03-27-MOD_20260203_210000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:10,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:10,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260203_210000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2446
收集报告_20260129_200000.md,,#龍芯⚡️2026-03-27-MOD_20260129_200000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:10,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:10,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/收集报告_20260129_200000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2455
收集报告_20260130_200000.md,,#龍芯⚡️2026-03-27-MOD_20260130_200000_MD_4531-v1.0,,,,🟢 通過,2026年3月27日 16:10,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:10,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/收集报告_20260130_200000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2456
收集报告_20260131_200001.md,,#龍芯⚡️2026-03-27-MOD_20260131_200001_MD-v1.0,,,,🟢 通過,2026年3月27日 16:10,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:10,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/收集报告_20260131_200001.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2459
同步报告_20260130_220000.md,,#龍芯⚡️2026-03-27-MOD_20260130_220000_MD_45D2-v1.0,,,,🟢 通過,2026年3月27日 16:10,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:10,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/同步报告_20260130_220000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2478
同步报告_20260201_220000.md,,#龍芯⚡️2026-03-27-MOD_20260201_220000_MD_90D7-v1.0,,,,🟢 通過,2026年3月27日 16:10,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:10,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/同步报告_20260201_220000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2491
整理报告_20260127_031057.md,,#龍芯⚡️2026-03-27-MOD_20260127_031057_MD-v1.0,,,,🟢 通過,2026年3月27日 16:11,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:11,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/整理报告_20260127_031057.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2528
整理报告_20260127_031122.md,,#龍芯⚡️2026-03-27-MOD_20260127_031122_MD-v1.0,,,,🟢 通過,2026年3月27日 16:11,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:11,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/整理报告_20260127_031122.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2531
整理报告_20260127_031342.md,,#龍芯⚡️2026-03-27-MOD_20260127_031342_MD-v1.0,,,,🟢 通過,2026年3月27日 16:11,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:11,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/整理报告_20260127_031342.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2533
整理报告_20260130_030000.md,,#龍芯⚡️2026-03-27-MOD_20260130_030000_MD_3427-v1.0,,,,🟢 通過,2026年3月27日 16:11,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:11,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/整理报告_20260130_030000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2537
整理报告_20260131_030000.md,,#龍芯⚡️2026-03-27-MOD_20260131_030000_MD_1162-v1.0,,,,🟢 通過,2026年3月27日 16:11,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:11,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/整理报告_20260131_030000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2540
整理报告_20260202_030000.md,,#龍芯⚡️2026-03-27-MOD_20260202_030000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:11,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:11,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/整理报告_20260202_030000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2543
baobao_build_v1.sh,,#龍芯⚡️2026-03-27-BAOBAO_BUILD_V1_SH-v1.0,,,,🟢 通過,2026年3月27日 16:11,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:11,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/scripts/baobao_build_v1.sh,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,💻 代碼/工具,,2548
guardian_check_v2.sh,,#龍芯⚡️2026-03-27-GUARDIAN_CHECK_V2_SH-v1.0,,,,🟢 通過,2026年3月27日 16:11,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:11,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/scripts/guardian_check_v2.sh,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,💻 代碼/工具,,2552
wenwen_organize.sh,,#龍芯⚡️2026-03-27-WENWEN_ORGANIZE_SH-v1.0,,,,🟢 通過,2026年3月27日 16:11,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:11,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/scripts/wenwen_organize.sh,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,💻 代碼/工具,,2563
dna_registry_20260203_230000.txt,,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,,,🟢 通過,2026年3月27日 16:11,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:11,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260204/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260203_230000.txt,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2571
dna_registry_20260204_000000.txt,,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,,,🟢 通過,2026年3月27日 16:11,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:11,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260204/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260204_000000.txt,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2574
dna_registry_20260204_030000.txt,,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,,,🟢 通過,2026年3月27日 16:11,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:11,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260204/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260204_030000.txt,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2581
dna_registry_20260204_040000.txt,,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,,,🟢 通過,2026年3月27日 16:11,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:11,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260204/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260204_040000.txt,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2582
dna_registry_20260204_060000.txt,,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,,,🟢 通過,2026年3月27日 16:11,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:11,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260204/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260204_060000.txt,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2589
安全报告_20260203_230000.md,,#龍芯⚡️2026-03-27-MOD_20260203_230000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:11,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:11,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260204/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260203_230000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2592
安全报告_20260204_030000.md,,#龍芯⚡️2026-03-27-MOD_20260204_030000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:12,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:12,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260204/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260204_030000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2602
安全报告_20260204_050000.md,,#龍芯⚡️2026-03-27-MOD_20260204_050000_MD-v1.0,,,,🟢 通過,2026年3月27日 16:12,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:12,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260204/Users/zuimeidedeyihan/UID9622_Automation/logs/安全报告_20260204_050000.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2604
manifest_log.txt,,#龍芯⚡️2026-03-27-MANIFEST_LOG_TXT-v1.0,,,,🟢 通過,2026年3月27日 16:12,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:12,/Users/zuimeidedeyihan/longhun-system/数据归集/manifest_log.txt,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2625
私密区说明.md,,#龍芯⚡️2026-03-27-MD_C66F-v1.0,,,,🟢 通過,2026年3月27日 16:12,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:12,/Users/zuimeidedeyihan/longhun-system/私密区/私密区说明.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2633
换脸.py,,#龍芯⚡️2026-03-27-PY_DC93-v1.0,,,,🟢 通過,2026年3月27日 16:12,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:12,/Users/zuimeidedeyihan/longhun-system/私密区/影像库/换脸工具/脚本代码/换脸.py,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,💻 代碼/工具,,2645
requirements-headless.txt,,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,,,🟢 通過,2026年3月27日 16:12,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:12,/Users/zuimeidedeyihan/longhun-system/私密区/影像库/换脸工具/龙魂换脸工具_roop/roop/requirements-headless.txt,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2656
__init__.py,,#龍芯⚡️2026-03-27-INIT_PY-v1.0,,,,🟢 通過,2026年3月27日 16:12,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:12,/Users/zuimeidedeyihan/longhun-system/私密区/影像库/换脸工具/龙魂换脸工具_roop/roop/roop/__init__.py,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,💻 代碼/工具,,2658
core.py,,#龍芯⚡️2026-03-27-CORE_PY-v1.0,,,,🟢 通過,2026年3月27日 16:12,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:12,/Users/zuimeidedeyihan/longhun-system/私密区/影像库/换脸工具/龙魂换脸工具_roop/roop/roop/core.py,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,💻 代碼/工具,,2661
face_analyser.py,,#龍芯⚡️2026-03-27-FACE_ANALYSER_PY-v1.0,,,,🟢 通過,2026年3月27日 16:12,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:12,/Users/zuimeidedeyihan/longhun-system/私密区/影像库/换脸工具/龙魂换脸工具_roop/roop/roop/face_analyser.py,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,💻 代碼/工具,,2670
